generation,best_cost
1,695.0
2,674.0
3,638.0
4,638.0
5,638.0
6,638.0
7,638.0
8,638.0
9,638.0
10,638.0
11,638.0
12,638.0
13,638.0
14,638.0
15,638.0
16,638.0
17,603.0
18,603.0
19,603.0
20,603.0
21,586.0
22,586.0
23,586.0
24,586.0
25,566.0
26,566.0
27,566.0
28,566.0
29,566.0
30,566.0
31,566.0
32,566.0
33,566.0
34,552.0
35,552.0
36,550.0
37,550.0
38,550.0
39,550.0
40,550.0
41,550.0
42,550.0
43,550.0
44,532.0
45,532.0
46,532.0
47,532.0
48,532.0
49,532.0
50,532.0
51,532.0
52,532.0
53,532.0
54,532.0
55,532.0
56,532.0
57,532.0
58,532.0
59,532.0
60,532.0
61,532.0
62,532.0
63,532.0
64,532.0
65,532.0
66,532.0
67,532.0
68,532.0
69,532.0
70,532.0
71,532.0
72,532.0
73,532.0
74,532.0
75,532.0
76,532.0
77,532.0
78,532.0
79,532.0
80,532.0
81,532.0
82,532.0
83,532.0
84,532.0
85,532.0
86,532.0
87,532.0
88,532.0
89,532.0
90,532.0
91,532.0
92,532.0
93,532.0
94,532.0
95,532.0
96,532.0
97,532.0
98,532.0
99,532.0
100,532.0
101,532.0
102,532.0
103,532.0
104,532.0
105,532.0
106,532.0
107,532.0
108,532.0
109,532.0
110,532.0
111,532.0
112,532.0
113,532.0
114,532.0
115,532.0
116,532.0
117,532.0
118,532.0
119,532.0
120,532.0
121,532.0
122,532.0
123,532.0
124,532.0
125,532.0
126,532.0
127,532.0
128,532.0
129,532.0
130,532.0
131,532.0
132,532.0
133,532.0
134,532.0
135,532.0
136,532.0
137,532.0
138,532.0
139,532.0
140,532.0
141,532.0
142,532.0
143,532.0
144,532.0
145,532.0
146,532.0
147,532.0
148,532.0
149,532.0
150,532.0
151,532.0
152,532.0
153,532.0
154,532.0
155,532.0
156,532.0
157,532.0
158,532.0
159,532.0
160,532.0
161,532.0
162,532.0
163,532.0
164,532.0
165,532.0
166,532.0
167,532.0
168,532.0
169,532.0
170,532.0
171,532.0
172,532.0
173,532.0
174,532.0
175,532.0
176,532.0
177,532.0
178,532.0
179,532.0
180,532.0
181,532.0
182,532.0
183,532.0
184,532.0
185,532.0
186,532.0
187,532.0
188,532.0
189,532.0
190,532.0
191,532.0
192,532.0
193,532.0
194,532.0
195,532.0
196,532.0
197,532.0
198,532.0
199,532.0
200,532.0
201,532.0
202,532.0
203,532.0
204,532.0
205,532.0
206,532.0
207,532.0
208,532.0
209,532.0
210,532.0
211,532.0
212,532.0
213,532.0
214,532.0
215,532.0
216,532.0
217,532.0
218,532.0
219,532.0
220,532.0
221,532.0
222,532.0
223,532.0
224,532.0
225,532.0
226,532.0
227,532.0
228,532.0
229,532.0
230,532.0
231,532.0
232,532.0
233,532.0
234,532.0
235,532.0
236,532.0
237,532.0
238,532.0
239,532.0
240,532.0
241,532.0
242,532.0
243,532.0
244,532.0
245,532.0
246,532.0
247,532.0
248,532.0
249,532.0
250,532.0
251,532.0
252,532.0
253,532.0
254,532.0
255,532.0
256,532.0
257,532.0
258,532.0
259,532.0
260,532.0
261,532.0
262,532.0
263,532.0
264,532.0
265,532.0
266,532.0
267,532.0
268,532.0
269,532.0
270,532.0
271,532.0
272,532.0
273,532.0
274,532.0
275,532.0
276,532.0
277,532.0
278,532.0
279,532.0
280,532.0
281,532.0
282,532.0
283,532.0
284,532.0
285,532.0
286,532.0
287,532.0
288,532.0
289,532.0
290,532.0
291,532.0
292,532.0
293,532.0
294,532.0
295,532.0
296,532.0
297,532.0
298,532.0
299,532.0
300,532.0
301,532.0
302,532.0
303,532.0
304,532.0
305,532.0
306,532.0
307,532.0
308,532.0
309,532.0
310,532.0
311,532.0
312,532.0
313,532.0
314,532.0
315,532.0
316,532.0
317,532.0
318,532.0
319,532.0
320,532.0
321,532.0
322,532.0
323,532.0
324,532.0
325,532.0
326,532.0
327,532.0
328,532.0
329,532.0
330,532.0
331,532.0
332,532.0
333,532.0
334,532.0
335,532.0
336,532.0
337,532.0
338,532.0
339,532.0
340,532.0
341,532.0
342,532.0
343,532.0
344,532.0
345,532.0
346,532.0
347,532.0
348,532.0
349,532.0
350,532.0
351,532.0
352,532.0
353,532.0
354,532.0
355,532.0
356,532.0
357,532.0
358,532.0
359,532.0
360,532.0
361,532.0
362,532.0
363,532.0
364,532.0
365,532.0
366,532.0
367,532.0
368,532.0
369,532.0
370,532.0
371,532.0
372,532.0
373,532.0
374,532.0
375,532.0
376,532.0
377,532.0
378,532.0
379,532.0
380,532.0
381,532.0
382,532.0
383,532.0
384,532.0
385,532.0
386,532.0
387,532.0
388,532.0
389,532.0
390,532.0
391,532.0
392,532.0
393,532.0
394,532.0
395,532.0
396,532.0
397,532.0
398,532.0
399,532.0
400,532.0
