generation,best_cost
1,670.0
2,630.0
3,630.0
4,630.0
5,630.0
6,630.0
7,630.0
8,630.0
9,630.0
10,630.0
11,630.0
12,613.0
13,579.0
14,579.0
15,579.0
16,579.0
17,579.0
18,579.0
19,579.0
20,579.0
21,579.0
22,579.0
23,579.0
24,579.0
25,579.0
26,579.0
27,579.0
28,579.0
29,579.0
30,579.0
31,579.0
32,579.0
33,579.0
34,579.0
35,579.0
36,579.0
37,579.0
38,579.0
39,579.0
40,579.0
41,579.0
42,579.0
43,579.0
44,579.0
45,579.0
46,579.0
47,579.0
48,579.0
49,579.0
50,579.0
51,579.0
52,579.0
53,579.0
54,579.0
55,579.0
56,579.0
57,579.0
58,579.0
59,579.0
60,579.0
61,579.0
62,579.0
63,579.0
64,579.0
65,579.0
66,579.0
67,579.0
68,579.0
69,579.0
70,579.0
71,579.0
72,579.0
73,579.0
74,579.0
75,579.0
76,579.0
77,579.0
78,579.0
79,579.0
80,579.0
81,579.0
82,579.0
83,579.0
84,579.0
85,579.0
86,579.0
87,579.0
88,579.0
89,579.0
90,579.0
91,579.0
92,579.0
93,579.0
94,579.0
95,579.0
96,579.0
97,579.0
98,579.0
99,579.0
100,579.0
101,579.0
102,579.0
103,579.0
104,579.0
105,579.0
106,579.0
107,579.0
108,579.0
109,579.0
110,579.0
111,579.0
112,579.0
113,579.0
114,579.0
115,579.0
116,579.0
117,579.0
118,579.0
119,579.0
120,579.0
121,579.0
122,579.0
123,579.0
124,579.0
125,579.0
126,579.0
127,579.0
128,579.0
129,579.0
130,579.0
131,579.0
132,579.0
133,579.0
134,579.0
135,579.0
136,579.0
137,579.0
138,579.0
139,579.0
140,579.0
141,579.0
142,579.0
143,579.0
144,579.0
145,579.0
146,579.0
147,579.0
148,579.0
149,579.0
150,579.0
151,579.0
152,579.0
153,579.0
154,579.0
155,579.0
156,579.0
157,579.0
158,579.0
159,579.0
160,579.0
161,579.0
162,579.0
163,579.0
164,579.0
165,579.0
166,579.0
167,579.0
168,579.0
169,579.0
170,579.0
171,579.0
172,579.0
173,579.0
174,579.0
175,579.0
176,579.0
177,579.0
178,579.0
179,579.0
180,579.0
181,579.0
182,579.0
183,579.0
184,579.0
185,579.0
186,579.0
187,579.0
188,579.0
189,579.0
190,579.0
191,579.0
192,579.0
193,579.0
194,579.0
195,579.0
196,579.0
197,579.0
198,579.0
199,579.0
200,579.0
201,579.0
202,579.0
203,579.0
204,579.0
205,579.0
206,579.0
207,579.0
208,579.0
209,579.0
210,579.0
211,579.0
212,579.0
213,579.0
214,579.0
215,579.0
216,579.0
217,579.0
218,579.0
219,579.0
220,579.0
221,579.0
222,579.0
223,579.0
224,579.0
225,579.0
226,579.0
227,579.0
228,579.0
229,579.0
230,579.0
231,579.0
232,579.0
233,579.0
234,579.0
235,579.0
236,579.0
237,579.0
238,579.0
239,579.0
240,579.0
241,579.0
242,579.0
243,579.0
244,579.0
245,579.0
246,579.0
247,579.0
248,579.0
249,579.0
250,579.0
251,579.0
252,579.0
253,579.0
254,579.0
255,579.0
256,579.0
257,579.0
258,579.0
259,579.0
260,579.0
261,579.0
262,579.0
263,579.0
264,579.0
265,579.0
266,579.0
267,579.0
268,579.0
269,579.0
270,579.0
271,579.0
272,579.0
273,579.0
274,579.0
275,579.0
276,579.0
277,579.0
278,579.0
279,579.0
280,579.0
281,579.0
282,579.0
283,579.0
284,579.0
285,579.0
286,579.0
287,579.0
288,579.0
289,579.0
290,579.0
291,579.0
292,579.0
293,579.0
294,579.0
295,579.0
296,579.0
297,579.0
298,579.0
299,579.0
300,579.0
301,579.0
302,579.0
303,579.0
304,579.0
305,579.0
306,579.0
307,579.0
308,579.0
309,579.0
310,579.0
311,579.0
312,579.0
313,579.0
314,579.0
315,579.0
316,579.0
317,579.0
318,579.0
319,579.0
320,579.0
321,579.0
322,579.0
323,579.0
324,579.0
325,579.0
326,579.0
327,579.0
328,579.0
329,579.0
330,579.0
331,579.0
332,579.0
333,579.0
334,579.0
335,579.0
336,579.0
337,579.0
338,579.0
339,579.0
340,579.0
341,579.0
342,579.0
343,579.0
344,579.0
345,579.0
346,579.0
347,579.0
348,579.0
349,579.0
350,579.0
351,579.0
352,579.0
353,579.0
354,579.0
355,579.0
356,579.0
357,579.0
358,579.0
359,579.0
360,579.0
361,579.0
362,579.0
363,579.0
364,579.0
365,579.0
366,579.0
367,579.0
368,579.0
369,579.0
370,579.0
371,579.0
372,579.0
373,579.0
374,579.0
375,579.0
376,579.0
377,579.0
378,579.0
379,579.0
380,579.0
381,579.0
382,579.0
383,579.0
384,579.0
385,579.0
386,579.0
387,579.0
388,579.0
389,579.0
390,579.0
391,579.0
392,579.0
393,579.0
394,579.0
395,579.0
396,579.0
397,579.0
398,579.0
399,579.0
400,579.0
