run,best_cost,avg_cost,std_dev,avg_exc,time
1,442.0,443.1,2.5942243542145698,18.160000000000007,17.6668438911438
2,439.0,451.86,14.24360909320387,20.496000000000002,18.78599786758423
3,471.0,486.98,12.982280231145838,29.86133333333334,18.816944360733032
4,526.0,529.84,5.615549839508149,41.290666666666674,18.35647487640381
5,465.0,472.06,9.49612552570784,25.882666666666665,18.348632097244263
6,458.0,474.38,11.76586588398831,26.50133333333333,18.264866590499878
7,507.0,523.4,14.05560386465128,39.57333333333332,17.953941106796265
8,447.0,448.86,3.0594770795023125,19.696,18.35480785369873
9,464.0,487.78,25.7062560478962,30.074666666666662,18.27946639060974
10,483.0,509.46,20.83382826078779,35.855999999999995,19.788228273391724
11,458.0,469.12,14.191039426342245,25.09866666666667,18.273176193237305
12,485.0,500.98,24.13005594688914,33.594666666666676,18.98318862915039
13,444.0,454.48,13.548785923469305,21.194666666666674,18.401488065719604
14,460.0,462.12,6.071704867662788,23.232,18.797592639923096
15,441.0,447.36,6.5169317934132165,19.296000000000006,18.43940305709839
16,474.0,475.1,2.3515952032609695,26.693333333333342,19.082676649093628
17,451.0,460.54,13.862481740294557,22.81066666666667,16.587170362472534
18,432.0,447.42,16.230945751865477,19.312000000000005,16.696833610534668
19,497.0,509.4,10.92520022699813,35.839999999999996,17.624675512313843
20,458.0,473.22,15.53356366066718,26.19200000000001,15.289868116378784
21,413.0,420.82,8.526875160338633,12.218666666666666,17.49154281616211
22,419.0,427.24,13.397850573879378,13.930666666666669,16.607338905334473
23,448.0,465.22,21.347871088237348,24.058666666666674,11.674322128295898
24,494.0,512.78,26.315235131003483,36.74133333333332,11.669638395309448
25,456.0,460.82,10.597528013645446,22.88533333333333,8.624725341796875
26,426.0,437.7,7.139327699440614,16.719999999999995,9.488190650939941
27,464.0,477.2,17.13359273474189,27.25333333333333,7.253393888473511
28,420.0,424.2,5.176871642217914,13.119999999999997,7.181790113449097
29,484.0,487.16,5.640425515863143,29.909333333333336,7.014318943023682
30,410.0,418.68,14.810050641371893,11.648000000000001,6.831295490264893
