run,best_cost,avg_cost,std_dev,avg_exc,time
1,377.0,418.22,16.54,11.52533333333334,897.4464447498322
2,377.0,416.2,16.387800340497197,10.986666666666665,902.3594393730164
3,377.0,419.36,16.876919150129268,11.829333333333338,895.0763278007507
4,377.0,421.78,15.395181064216166,12.474666666666659,884.9529521465302
5,377.0,421.6,15.28397853963424,12.426666666666673,886.924224615097
6,377.0,417.84,14.636065044949753,11.423999999999994,888.7959833145142
7,377.0,421.62,14.644985489921115,12.432000000000002,890.7900016307831
8,377.0,419.3,17.02967997350508,11.813333333333336,885.3060252666473
9,377.0,412.4,20.155396299750596,9.973333333333327,886.4517042636871
10,377.0,420.46,16.644770950661954,12.12266666666666,894.6813869476318
11,377.0,411.5,17.812635964393365,9.733333333333333,891.7121651172638
12,377.0,418.72,16.32916409373119,11.658666666666674,1110.3700630664825
13,377.0,417.0,15.931101656822104,11.200000000000001,891.9454960823059
14,377.0,419.6,16.13071604114337,11.89333333333334,890.4850041866302
15,377.0,416.94,17.118890150941446,11.184,888.0630195140839
16,377.0,421.62,17.845884679667748,12.432000000000002,887.7840662002563
17,377.0,423.36,18.807190114421665,12.896000000000004,896.7530705928802
18,377.0,416.08,13.378848978892018,10.954666666666663,915.7361345291138
19,377.0,423.78,17.32315213810697,13.007999999999992,908.8689200878143
20,377.0,420.94,21.0773907303537,12.250666666666667,950.3321759700775
21,377.0,419.74,15.74015247702512,11.930666666666669,885.4641027450562
22,377.0,422.24,15.17308142731726,12.597333333333335,1115.4847400188446
23,377.0,417.14,14.84992929276096,11.23733333333333,886.7739551067352
24,377.0,419.04,16.61801432181354,11.744000000000005,889.7690575122833
25,377.0,421.14,17.99556612057537,12.303999999999997,496.17436504364014
26,377.0,409.04,16.75584674076485,9.077333333333339,489.3000705242157
27,377.0,415.82,19.26934352799804,10.885333333333332,494.6172444820404
28,377.0,421.74,19.886487874936588,12.464000000000002,498.5451362133026
29,377.0,421.26,13.97685229227239,12.335999999999997,496.9030637741089
30,377.0,420.4,16.176526203112953,12.10666666666666,495.29647302627563
