generation,best_cost
1,686.0
2,686.0
3,686.0
4,669.0
5,669.0
6,669.0
7,669.0
8,669.0
9,669.0
10,669.0
11,660.0
12,660.0
13,660.0
14,652.0
15,652.0
16,650.0
17,634.0
18,611.0
19,611.0
20,611.0
21,603.0
22,592.0
23,592.0
24,592.0
25,592.0
26,592.0
27,592.0
28,592.0
29,592.0
30,592.0
31,592.0
32,592.0
33,592.0
34,592.0
35,592.0
36,592.0
37,592.0
38,592.0
39,592.0
40,592.0
41,592.0
42,592.0
43,592.0
44,592.0
45,592.0
46,592.0
47,592.0
48,592.0
49,592.0
50,592.0
51,592.0
52,592.0
53,592.0
54,592.0
55,592.0
56,592.0
57,592.0
58,592.0
59,592.0
60,592.0
61,592.0
62,592.0
63,592.0
64,592.0
65,592.0
66,592.0
67,592.0
68,592.0
69,592.0
70,592.0
71,592.0
72,592.0
73,592.0
74,592.0
75,592.0
76,592.0
77,592.0
78,592.0
79,592.0
80,592.0
81,592.0
82,592.0
83,592.0
84,592.0
85,592.0
86,592.0
87,592.0
88,592.0
89,592.0
90,592.0
91,592.0
92,592.0
93,592.0
94,592.0
95,592.0
96,592.0
97,592.0
98,592.0
99,592.0
100,592.0
101,592.0
102,592.0
103,592.0
104,592.0
105,592.0
106,592.0
107,592.0
108,592.0
109,592.0
110,592.0
111,592.0
112,592.0
113,592.0
114,592.0
115,592.0
116,592.0
117,592.0
118,592.0
119,592.0
120,592.0
121,592.0
122,592.0
123,592.0
124,592.0
125,592.0
126,592.0
127,592.0
128,592.0
129,592.0
130,592.0
131,592.0
132,592.0
133,592.0
134,592.0
135,592.0
136,592.0
137,592.0
138,592.0
139,592.0
140,592.0
141,592.0
142,592.0
143,592.0
144,592.0
145,592.0
146,592.0
147,592.0
148,592.0
149,592.0
150,592.0
151,592.0
152,592.0
153,592.0
154,592.0
155,592.0
156,592.0
157,592.0
158,592.0
159,592.0
160,592.0
161,592.0
162,592.0
163,592.0
164,592.0
165,592.0
166,592.0
167,592.0
168,592.0
169,592.0
170,592.0
171,592.0
172,592.0
173,592.0
174,592.0
175,592.0
176,592.0
177,592.0
178,592.0
179,592.0
180,592.0
181,592.0
182,592.0
183,592.0
184,592.0
185,592.0
186,592.0
187,592.0
188,592.0
189,592.0
190,592.0
191,592.0
192,592.0
193,592.0
194,592.0
195,592.0
196,592.0
197,592.0
198,592.0
199,592.0
200,592.0
201,592.0
202,592.0
203,592.0
204,592.0
205,592.0
206,592.0
207,592.0
208,592.0
209,592.0
210,592.0
211,592.0
212,592.0
213,592.0
214,592.0
215,592.0
216,592.0
217,592.0
218,592.0
219,592.0
220,592.0
221,592.0
222,592.0
223,592.0
224,592.0
225,592.0
226,592.0
227,592.0
228,592.0
229,592.0
230,592.0
231,592.0
232,592.0
233,592.0
234,592.0
235,592.0
236,592.0
237,592.0
238,592.0
239,592.0
240,592.0
241,592.0
242,592.0
243,592.0
244,592.0
245,592.0
246,592.0
247,592.0
248,592.0
249,592.0
250,592.0
251,592.0
252,592.0
253,592.0
254,592.0
255,592.0
256,592.0
257,592.0
258,592.0
259,592.0
260,592.0
261,592.0
262,592.0
263,592.0
264,592.0
265,592.0
266,592.0
267,592.0
268,592.0
269,592.0
270,592.0
271,592.0
272,592.0
273,592.0
274,592.0
275,592.0
276,592.0
277,592.0
278,592.0
279,592.0
280,592.0
281,592.0
282,592.0
283,592.0
284,592.0
285,592.0
286,592.0
287,592.0
288,592.0
289,592.0
290,592.0
291,592.0
292,592.0
293,592.0
294,592.0
295,592.0
296,592.0
297,592.0
298,592.0
299,592.0
300,592.0
301,592.0
302,592.0
303,592.0
304,592.0
305,592.0
306,592.0
307,592.0
308,592.0
309,592.0
310,592.0
311,592.0
312,592.0
313,592.0
314,592.0
315,592.0
316,592.0
317,592.0
318,592.0
319,592.0
320,592.0
321,592.0
322,592.0
323,592.0
324,592.0
325,592.0
326,592.0
327,592.0
328,592.0
329,592.0
330,592.0
331,592.0
332,592.0
333,592.0
334,592.0
335,592.0
336,592.0
337,592.0
338,592.0
339,592.0
340,592.0
341,592.0
342,592.0
343,592.0
344,592.0
345,592.0
346,592.0
347,592.0
348,592.0
349,592.0
350,592.0
351,592.0
352,592.0
353,592.0
354,592.0
355,592.0
356,592.0
357,592.0
358,592.0
359,592.0
360,592.0
361,592.0
362,592.0
363,592.0
364,592.0
365,592.0
366,592.0
367,592.0
368,592.0
369,592.0
370,592.0
371,592.0
372,592.0
373,592.0
374,592.0
375,592.0
376,592.0
377,592.0
378,592.0
379,592.0
380,592.0
381,592.0
382,592.0
383,592.0
384,592.0
385,592.0
386,592.0
387,592.0
388,592.0
389,592.0
390,592.0
391,592.0
392,592.0
393,592.0
394,592.0
395,592.0
396,592.0
397,592.0
398,592.0
399,592.0
400,592.0
