generation,best_cost
1,685.0
2,685.0
3,685.0
4,685.0
5,685.0
6,685.0
7,671.0
8,621.0
9,621.0
10,614.0
11,614.0
12,605.0
13,600.0
14,600.0
15,600.0
16,600.0
17,600.0
18,599.0
19,599.0
20,599.0
21,599.0
22,599.0
23,599.0
24,599.0
25,584.0
26,584.0
27,583.0
28,583.0
29,583.0
30,583.0
31,583.0
32,583.0
33,583.0
34,583.0
35,583.0
36,583.0
37,583.0
38,583.0
39,583.0
40,583.0
41,583.0
42,583.0
43,583.0
44,583.0
45,583.0
46,583.0
47,583.0
48,583.0
49,583.0
50,583.0
51,583.0
52,583.0
53,583.0
54,583.0
55,583.0
56,583.0
57,583.0
58,583.0
59,583.0
60,583.0
61,583.0
62,583.0
63,583.0
64,583.0
65,583.0
66,583.0
67,583.0
68,583.0
69,583.0
70,583.0
71,583.0
72,583.0
73,583.0
74,583.0
75,583.0
76,583.0
77,583.0
78,583.0
79,583.0
80,583.0
81,583.0
82,583.0
83,583.0
84,583.0
85,583.0
86,583.0
87,583.0
88,583.0
89,583.0
90,583.0
91,583.0
92,583.0
93,583.0
94,583.0
95,583.0
96,583.0
97,583.0
98,583.0
99,583.0
100,583.0
101,583.0
102,583.0
103,583.0
104,583.0
105,583.0
106,583.0
107,583.0
108,583.0
109,583.0
110,583.0
111,583.0
112,583.0
113,583.0
114,583.0
115,583.0
116,583.0
117,583.0
118,583.0
119,583.0
120,583.0
121,583.0
122,583.0
123,583.0
124,583.0
125,583.0
126,583.0
127,583.0
128,583.0
129,583.0
130,583.0
131,583.0
132,583.0
133,583.0
134,583.0
135,583.0
136,583.0
137,583.0
138,583.0
139,583.0
140,583.0
141,583.0
142,583.0
143,583.0
144,583.0
145,583.0
146,583.0
147,583.0
148,583.0
149,583.0
150,583.0
151,583.0
152,583.0
153,583.0
154,583.0
155,583.0
156,583.0
157,583.0
158,583.0
159,583.0
160,583.0
161,583.0
162,583.0
163,583.0
164,583.0
165,583.0
166,583.0
167,583.0
168,583.0
169,583.0
170,583.0
171,583.0
172,583.0
173,583.0
174,583.0
175,583.0
176,583.0
177,583.0
178,583.0
179,583.0
180,583.0
181,583.0
182,583.0
183,583.0
184,583.0
185,583.0
186,583.0
187,583.0
188,583.0
189,583.0
190,583.0
191,583.0
192,583.0
193,583.0
194,583.0
195,583.0
196,583.0
197,583.0
198,583.0
199,583.0
200,583.0
201,583.0
202,583.0
203,583.0
204,583.0
205,583.0
206,583.0
207,583.0
208,583.0
209,583.0
210,583.0
211,583.0
212,583.0
213,583.0
214,583.0
215,583.0
216,583.0
217,583.0
218,583.0
219,583.0
220,583.0
221,583.0
222,583.0
223,583.0
224,583.0
225,583.0
226,583.0
227,583.0
228,583.0
229,583.0
230,583.0
231,583.0
232,583.0
233,583.0
234,583.0
235,583.0
236,583.0
237,583.0
238,583.0
239,583.0
240,583.0
241,583.0
242,583.0
243,583.0
244,583.0
245,583.0
246,583.0
247,583.0
248,583.0
249,583.0
250,583.0
251,583.0
252,583.0
253,583.0
254,583.0
255,583.0
256,583.0
257,583.0
258,583.0
259,583.0
260,583.0
261,583.0
262,583.0
263,583.0
264,583.0
265,583.0
266,583.0
267,583.0
268,583.0
269,583.0
270,583.0
271,583.0
272,583.0
273,583.0
274,583.0
275,583.0
276,583.0
277,583.0
278,583.0
279,583.0
280,583.0
281,583.0
282,583.0
283,583.0
284,583.0
285,583.0
286,583.0
287,583.0
288,583.0
289,583.0
290,583.0
291,583.0
292,583.0
293,583.0
294,583.0
295,583.0
296,583.0
297,583.0
298,583.0
299,583.0
300,583.0
301,583.0
302,583.0
303,583.0
304,583.0
305,583.0
306,583.0
307,583.0
308,583.0
309,583.0
310,583.0
311,583.0
312,583.0
313,583.0
314,583.0
315,583.0
316,583.0
317,583.0
318,583.0
319,583.0
320,583.0
321,583.0
322,583.0
323,583.0
324,583.0
325,583.0
326,583.0
327,583.0
328,583.0
329,583.0
330,583.0
331,583.0
332,583.0
333,583.0
334,583.0
335,583.0
336,583.0
337,583.0
338,583.0
339,583.0
340,583.0
341,583.0
342,583.0
343,583.0
344,583.0
345,583.0
346,583.0
347,583.0
348,583.0
349,583.0
350,583.0
351,583.0
352,583.0
353,583.0
354,583.0
355,583.0
356,583.0
357,583.0
358,583.0
359,583.0
360,583.0
361,583.0
362,583.0
363,583.0
364,583.0
365,583.0
366,583.0
367,583.0
368,583.0
369,583.0
370,583.0
371,583.0
372,583.0
373,583.0
374,583.0
375,583.0
376,583.0
377,583.0
378,583.0
379,583.0
380,583.0
381,583.0
382,583.0
383,583.0
384,583.0
385,583.0
386,583.0
387,583.0
388,583.0
389,583.0
390,583.0
391,583.0
392,583.0
393,583.0
394,583.0
395,583.0
396,583.0
397,583.0
398,583.0
399,583.0
400,583.0
