run,best_cost,avg_cost,std_dev,avg_exc,time
1,1000.0,1026.375,17.444704306273962,97.00095969289826,4.661638259887695
2,945.0,954.2083333333334,10.539525474243241,83.14939219449778,4.907762765884399
3,1007.0,1021.5416666666666,12.983897612898149,96.07325655790146,4.997782468795776
4,1001.0,1015.9166666666666,13.708016713668766,94.99360204734484,4.885240316390991
5,977.0,1014.9166666666666,22.497993737714086,94.80166346769033,4.777925491333008
6,948.0,954.3333333333334,11.426091000668407,83.17338451695458,4.946840047836304
7,968.0,971.3333333333334,1.4907119849998598,86.43634037108127,4.874085903167725
8,1047.0,1064.2916666666667,18.58870438076725,104.2786308381318,4.9244325160980225
9,1000.0,1009.1666666666666,12.133516482134198,93.69801663467689,4.843939304351807
10,1053.0,1056.25,2.875905654456233,102.73512476007679,4.83012318611145
11,970.0,981.25,16.59882023920174,88.33973128598849,4.9767844676971436
12,1004.0,1019.7916666666666,18.332528391420052,95.73736404350606,4.751574754714966
13,1037.0,1040.75,3.4064889059949492,99.76007677543186,4.663747549057007
14,970.0,970.8333333333334,0.37267799624996495,86.340371081254,5.048137187957764
15,919.0,953.25,16.225622741002372,82.96545105566219,5.0445075035095215
