run,best_cost,avg_cost,std_dev,avg_exc,time
1,873.0,939.0416666666666,20.435832840598618,13.137550200803208,6725.1759333610535
2,887.0,951.0416666666666,16.93733343501535,14.583333333333329,6766.107043027878
3,883.0,947.5833333333334,17.39951308386403,14.166666666666671,6701.96998333931
4,888.0,946.2083333333334,17.68940164492727,14.001004016064261,6825.265158414841
5,888.0,949.375,19.276091624946517,14.38253012048193,6808.147444009781
6,877.0,943.0,21.05152409367708,13.614457831325302,6773.243308067322
7,887.0,948.7083333333334,19.036104220372636,14.302208835341371,6726.555139303207
8,885.0,947.0,19.73364301558804,14.096385542168674,6823.267774105072
9,882.0,943.2083333333334,16.99994893783181,13.639558232931732,6811.759199857712
10,895.0,949.25,17.524387768668745,14.367469879518072,6797.422528743744
11,896.0,945.625,18.887413136795626,13.930722891566266,6625.702056646347
12,893.0,945.4583333333334,21.19547743951263,13.910642570281128,6658.978083610535
13,892.0,940.1666666666666,15.4236470683457,13.273092369477906,6865.45818400383
14,891.0,949.2083333333334,17.267452926113787,14.362449799196792,6748.214128494263
15,891.0,948.25,17.284988670327017,14.24698795180723,6853.674743890762
