run,best_cost,avg_cost,std_dev,avg_exc,time
1,2132.0,2132.0,0.0,156.86746987951807,5.730449199676514
2,2134.0,2134.0,0.0,157.10843373493978,5.876747131347656
3,2132.0,2132.0,0.0,156.86746987951807,5.6725239753723145
4,2010.0,2010.0,0.0,142.16867469879517,5.715097427368164
5,2009.0,2009.0,0.0,142.04819277108433,5.788363218307495
6,1998.0,1998.0,0.0,140.72289156626505,5.9747490882873535
7,1901.0,1901.0,0.0,129.03614457831324,5.593211889266968
8,1935.0,1935.0,0.0,133.13253012048193,5.671947956085205
9,2049.0,2049.0,0.0,146.86746987951807,5.861959934234619
10,1947.0,1947.0,0.0,134.57831325301203,5.806245803833008
11,2200.0,2200.0,0.0,165.06024096385542,5.691293239593506
12,2061.0,2061.0,0.0,148.3132530120482,5.815464019775391
13,2071.0,2071.0,0.0,149.51807228915663,5.835041761398315
14,2160.0,2160.0,0.0,160.24096385542168,5.862548112869263
15,2056.0,2056.0,0.0,147.710843373494,5.578436374664307
