run,best_cost,avg_cost,std_dev,avg_exc,time
1,377.0,377.0,0.0,0.5333333333333333,44.019458055496216
2,377.0,408.2083333333333,11.74726623044225,8.85555555555555,61.857932567596436
3,377.0,377.0,0.0,0.5333333333333333,42.457350730895996
4,377.0,436.2916666666667,13.396141131767097,16.34444444444445,56.36155104637146
5,377.0,377.0,0.0,0.5333333333333333,50.40066576004028
6,377.0,377.0,0.0,0.5333333333333333,51.57716417312622
7,389.0,436.9166666666667,9.991315673568165,16.511111111111116,46.67901062965393
8,377.0,396.1666666666667,3.996526269427266,5.64444444444445,60.26167368888855
9,377.0,396.1666666666667,3.996526269427266,5.64444444444445,49.29812455177307
10,377.0,419.7916666666667,8.953487061226792,11.94444444444445,54.22493028640747
11,377.0,427.7916666666667,10.590794613982256,14.077777777777783,51.80219626426697
12,377.0,377.0,0.0,0.5333333333333333,52.19067025184631
13,377.0,377.0,0.0,0.5333333333333333,43.37486433982849
14,377.0,377.0,0.0,0.5333333333333333,47.111695766448975
15,377.0,418.2083333333333,8.592531479268622,11.522222222222217,51.28628134727478
