run,best_cost,avg_cost,std_dev,avg_exc,time
1,875.0,936.5416666666666,19.017490122399316,12.8363453815261,5406.044500589371
2,883.0,944.875,19.15139790372146,13.840361445783135,5492.642885923386
3,888.0,945.8333333333334,17.52537842355733,13.955823293172696,5484.308491706848
4,888.0,947.7916666666666,20.328508648911974,14.191767068273087,5464.983937263489
5,882.0,945.375,18.388883643839467,13.900602409638555,5557.717290639877
6,888.0,949.1666666666666,18.370417039964615,14.357429718875498,5434.538316488266
7,877.0,940.8333333333334,19.178257364931664,13.353413654618478,5498.584491968155
8,887.0,940.9166666666666,18.7525924133764,13.363453815261039,5559.703186511993
9,886.0,946.375,18.08731714950193,14.021084337349398,5651.522328138351
10,886.0,938.1666666666666,16.438437341250605,13.032128514056222,5625.565991401672
11,886.0,942.5,18.214005600086985,13.55421686746988,5515.667040109634
12,880.0,942.375,22.702445719936577,13.539156626506024,5497.866050004959
13,869.0,936.2916666666666,24.57044153494646,12.806224899598389,5554.375502347946
14,888.0,945.0833333333334,18.336931465094032,13.865461847389563,5570.3448367118835
15,889.0,938.0833333333334,19.788289185497792,13.022088353413661,5711.181537151337
