run,best_cost,avg_cost,std_dev,avg_exc,time
1,377.0,421.7647058823529,13.983306904030904,12.470588235294114,509.42445945739746
2,377.0,423.44117647058823,15.258924440684055,12.917647058823528,506.985556602478
3,377.0,422.5,15.884231914997079,12.666666666666668,606.2322511672974
4,377.0,425.11764705882354,14.853727410757193,13.364705882352942,507.15731978416443
5,377.0,421.88235294117646,15.304295256142872,12.501960784313724,507.27594470977783
6,377.0,419.05882352941177,18.82885953947008,11.749019607843138,507.25210905075073
7,377.0,426.1764705882353,18.991438610185092,13.647058823529415,505.481764793396
8,377.0,422.6764705882353,17.075473618847546,12.713725490196081,510.6564555168152
9,377.0,419.05882352941177,13.317262517832189,11.749019607843138,507.8759756088257
10,377.0,424.0,17.60013368933182,13.066666666666665,506.88509225845337
11,377.0,421.20588235294116,15.512384827774957,12.321568627450976,506.48716735839844
12,377.0,421.52941176470586,17.620568352517576,12.407843137254895,501.40881848335266
13,377.0,421.6470588235294,16.935660866837758,12.439215686274505,502.1273036003113
14,377.0,424.02941176470586,16.471874949739682,13.074509803921561,503.47253942489624
15,377.0,426.5882352941176,13.30439477823869,13.756862745098033,569.3631112575531
16,377.0,421.61764705882354,14.774809057952726,12.43137254901961,505.77943992614746
17,377.0,422.5882352941176,16.65412446187717,12.690196078431365,501.0755190849304
18,377.0,417.0,15.007841087832956,11.200000000000001,567.602609872818
19,377.0,423.88235294117646,15.323501185476996,13.035294117647055,500.76685643196106
20,377.0,421.79411764705884,15.386738774145945,12.478431372549025,498.37483167648315
