run,best_cost,avg_cost,std_dev,avg_exc,time
1,556.0,556.0,0.0,48.266666666666666,4.315655946731567
2,539.0,539.0,0.0,43.733333333333334,5.601163148880005
3,594.0,594.0,0.0,58.4,5.456645727157593
4,519.0,519.0,0.0,38.4,5.52617073059082
5,579.0,579.0,0.0,54.400000000000006,5.43783712387085
6,547.0,547.0,0.0,45.86666666666667,5.371478796005249
7,549.0,549.0,0.0,46.400000000000006,5.514975309371948
8,535.0,535.0,0.0,42.66666666666667,5.40040135383606
9,564.0,564.0,0.0,50.4,5.35036563873291
10,542.0,542.0,0.0,44.53333333333334,5.735031843185425
11,476.0,476.0,0.0,26.93333333333333,5.545591115951538
12,561.0,561.0,0.0,49.6,5.480393171310425
13,549.0,549.0,0.0,46.400000000000006,5.338165998458862
14,602.0,602.0,0.0,60.53333333333333,4.7618608474731445
15,556.0,556.0,0.0,48.266666666666666,5.802420139312744
16,586.0,586.0,0.0,56.266666666666666,5.2454962730407715
17,545.0,545.0,0.0,45.33333333333333,4.123948335647583
18,436.0,436.0,0.0,16.266666666666666,4.416037559509277
19,518.0,518.0,0.0,38.13333333333333,5.147262096405029
20,591.0,591.0,0.0,57.599999999999994,5.428709983825684
