run,best_cost,avg_cost,std_dev,avg_exc,time
1,377.0,377.0,0.0,0.5333333333333333,180.88850784301758
2,377.0,377.0,0.0,0.5333333333333333,207.2370045185089
3,377.0,377.0,0.0,0.5333333333333333,177.35999512672424
4,377.0,377.0,0.0,0.5333333333333333,156.39788341522217
5,377.0,377.0,0.0,0.5333333333333333,150.59570837020874
6,377.0,377.0,0.0,0.5333333333333333,147.80690813064575
7,377.0,377.0,0.0,0.5333333333333333,152.31288194656372
8,377.0,377.0,0.0,0.5333333333333333,195.93301701545715
9,377.0,377.0,0.0,0.5333333333333333,148.8031189441681
10,377.0,377.0,0.0,0.5333333333333333,152.27084970474243
11,384.0,384.0,0.0,2.4,177.1486210823059
12,377.0,377.0,0.0,0.5333333333333333,146.84178590774536
13,377.0,377.0,0.0,0.5333333333333333,154.7700114250183
14,377.0,377.0,0.0,0.5333333333333333,154.0522825717926
15,377.0,377.0,0.0,0.5333333333333333,149.10186219215393
16,377.0,377.0,0.0,0.5333333333333333,148.20275712013245
17,377.0,377.0,0.0,0.5333333333333333,148.0247983932495
18,377.0,377.0,0.0,0.5333333333333333,145.73428511619568
19,377.0,377.0,0.0,0.5333333333333333,150.15262413024902
20,377.0,377.0,0.0,0.5333333333333333,143.89336824417114
