run,best_cost,avg_cost,std_dev,avg_exc,time
1,377.0,416.52941176470586,15.660432144359774,11.074509803921561,344.75795340538025
2,377.0,417.5,15.127400149864407,11.333333333333332,357.23047494888306
3,377.0,422.7647058823529,17.721802496840557,12.737254901960782,419.861634016037
4,377.0,416.02941176470586,15.892072189538677,10.941176470588228,350.70216369628906
5,377.0,412.3529411764706,14.99388572040416,9.960784313725496,373.71227645874023
6,377.0,419.2647058823529,22.22254925749362,11.803921568627446,351.5053150653839
7,377.0,411.47058823529414,18.73222340704985,9.72549019607844,349.9767801761627
8,377.0,419.94117647058823,16.67675588509981,11.984313725490194,353.276673078537
9,377.0,420.3529411764706,18.12843452723661,12.094117647058829,364.0178611278534
10,377.0,418.97058823529414,15.05574991610621,11.72549019607844,420.9014096260071
11,377.0,416.5882352941176,20.252984743080713,11.090196078431367,351.4338297843933
12,377.0,415.47058823529414,18.151705954695938,10.792156862745104,423.33002829551697
13,377.0,413.05882352941177,13.702599960399503,10.149019607843139,424.53842067718506
14,377.0,417.4117647058824,15.023741303955086,11.309803921568633,345.3456988334656
15,377.0,421.55882352941177,15.019969406388887,12.415686274509804,351.01133728027344
16,377.0,416.0882352941176,13.6109118142476,10.956862745098032,425.2130968570709
17,377.0,418.1764705882353,16.695315630854086,11.51372549019608,422.0232548713684
18,377.0,422.5,14.381871759062436,12.666666666666668,351.19882893562317
19,377.0,419.79411764705884,19.035229586162703,11.94509803921569,396.830935716629
20,377.0,420.47058823529414,15.911954984183595,12.125490196078438,349.70173144340515
