run,best_cost,avg_cost,std_dev,avg_exc,time
1,377.0,418.52941176470586,17.543618404217607,11.607843137254894,438.0412938594818
2,377.0,418.6764705882353,14.60604344750184,11.647058823529415,369.8817973136902
3,377.0,419.88235294117646,11.187610547287811,11.96862745098039,361.79833483695984
4,377.0,420.3529411764706,17.79769045317757,12.094117647058829,439.94393157958984
5,377.0,419.1764705882353,15.66087404261163,11.780392156862748,358.5110824108124
6,377.0,423.5882352941176,15.047215194882648,12.956862745098032,361.21497106552124
7,377.0,419.20588235294116,15.605013168407105,11.788235294117642,457.93980717658997
8,377.0,425.7352941176471,17.0782090663364,13.529411764705888,352.70363306999207
9,377.0,411.29411764705884,16.07615957168858,9.678431372549024,356.1327543258667
10,377.0,422.05882352941177,18.51698929992573,12.549019607843137,361.8303482532501
11,377.0,418.38235294117646,17.242244131752745,11.56862745098039,440.1193730831146
12,377.0,413.3235294117647,18.323434991731048,10.219607843137252,363.7899205684662
13,377.0,417.0,17.01037745543792,11.200000000000001,365.09448409080505
14,377.0,417.2352941176471,15.442604975939343,11.262745098039218,363.3754737377167
15,377.0,418.88235294117646,15.153653618618831,11.701960784313723,356.62193179130554
16,377.0,415.94117647058823,17.07240838392995,10.91764705882353,396.38110756874084
17,377.0,420.0,14.002100682733708,12.0,363.80338168144226
18,377.0,418.6764705882353,16.218581551518387,11.647058823529415,363.4990072250366
19,377.0,417.11764705882354,15.971969391041723,11.231372549019609,369.3650577068329
20,377.0,416.0,18.673668154729032,10.933333333333334,359.97571849823
